episode,agent,passage_width,body_margin,success,rejected,collision,steps
157,calib,0.788,0.214,1.0,0.0,0.0,36
158,oracle,0.6548,0.1474,1.0,0.0,0.0,43
158,fixed,0.6548,0.1474,1.0,0.0,0.0,43
158,calib,0.6548,0.1474,1.0,0.0,0.0,43
159,oracle,0.442,0.041,0.0,0.0,1.0,12
159,fixed,0.442,0.041,0.0,1.0,0.0,0
159,calib,0.442,0.041,0.0,0.0,1.0,12
160,oracle,0.8809,0.2604,1.0,0.0,0.0,48
160,fixed,0.8809,0.2604,1.0,0.0,0.0,48
160,calib,0.8809,0.2604,1.0,0.0,0.0,48
161,oracle,0.3844,0.0122,0.0,0.0,1.0,8
161,fixed,0.3844,0.0122,0.0,1.0,0.0,0
161,calib,0.3844,0.0122,0.0,1.0,0.0,0
162,oracle,0.4267,0.0333,1.0,0.0,0.0,38
162,fixed,0.4267,0.0333,0.0,1.0,0.0,0
162,calib,0.4267,0.0333,1.0,0.0,0.0,38
163,oracle,0.8716,0.2558,1.0,0.0,0.0,53
163,fixed,0.8716,0.2558,1.0,0.0,0.0,53
163,calib,0.8716,0.2558,1.0,0.0,0.0,53
164,oracle,0.6231,0.1316,1.0,0.0,0.0,40
164,fixed,0.6231,0.1316,1.0,0.0,0.0,40
164,calib,0.6231,0.1316,1.0,0.0,0.0,40
165,oracle,0.6892,0.1646,1.0,0.0,0.0,45
165,fixed,0.6892,0.1646,1.0,0.0,0.0,45
165,calib,0.6892,0.1646,1.0,0.0,0.0,45
166,oracle,0.5416,0.0908,1.0,0.0,0.0,46
166,fixed,0.5416,0.0908,0.0,1.0,0.0,0
166,calib,0.5416,0.0908,1.0,0.0,0.0,46
167,oracle,0.7434,0.1917,1.0,0.0,0.0,38
167,fixed,0.7434,0.1917,1.0,0.0,0.0,38
167,calib,0.7434,0.1917,1.0,0.0,0.0,38
168,oracle,0.8549,0.2474,1.0,0.0,0.0,41
168,fixed,0.8549,0.2474,1.0,0.0,0.0,41
168,calib,0.8549,0.2474,1.0,0.0,0.0,41
169,oracle,0.8946,0.2673,1.0,0.0,0.0,40
169,fixed,0.8946,0.2673,1.0,0.0,0.0,40
169,calib,0.8946,0.2673,1.0,0.0,0.0,40
170,oracle,0.7288,0.1844,1.0,0.0,0.0,36
170,fixed,0.7288,0.1844,1.0,0.0,0.0,36
170,calib,0.7288,0.1844,1.0,0.0,0.0,36
171,oracle,0.5975,0.1188,1.0,0.0,0.0,45
171,fixed,0.5975,0.1188,1.0,0.0,0.0,45
171,calib,0.5975,0.1188,1.0,0.0,0.0,45
172,oracle,0.6922,0.1661,1.0,0.0,0.0,52
172,fixed,0.6922,0.1661,1.0,0.0,0.0,52
172,calib,0.6922,0.1661,1.0,0.0,0.0,52
173,oracle,0.3763,0.0081,1.0,0.0,0.0,42
173,fixed,0.3763,0.0081,0.0,1.0,0.0,0
173,calib,0.3763,0.0081,0.0,1.0,0.0,0
174,oracle,0.7985,0.2193,1.0,0.0,0.0,38
174,fixed,0.7985,0.2193,1.0,0.0,0.0,38
174,calib,0.7985,0.2193,1.0,0.0,0.0,38
175,oracle,0.3606,0.0003,0.0,0.0,1.0,8
175,fixed,0.3606,0.0003,0.0,1.0,0.0,0
175,calib,0.3606,0.0003,0.0,1.0,0.0,0
176,oracle,0.7823,0.2112,1.0,0.0,0.0,42
176,fixed,0.7823,0.2112,1.0,0.0,0.0,42
176,calib,0.7823,0.2112,1.0,0.0,0.0,42
177,oracle,0.8086,0.2243,1.0,0.0,0.0,49
177,fixed,0.8086,0.2243,1.0,0.0,0.0,49
177,calib,0.8086,0.2243,1.0,0.0,0.0,49
178,oracle,0.5494,0.0947,1.0,0.0,0.0,39
178,fixed,0.5494,0.0947,0.0,1.0,0.0,0
178,calib,0.5494,0.0947,1.0,0.0,0.0,39
179,oracle,0.8075,0.2238,1.0,0.0,0.0,40
179,fixed,0.8075,0.2238,1.0,0.0,0.0,40
179,calib,0.8075,0.2238,1.0,0.0,0.0,40
180,oracle,0.5307,0.0854,1.0,0.0,0.0,58
180,fixed,0.5307,0.0854,0.0,1.0,0.0,0
180,calib,0.5307,0.0854,1.0,0.0,0.0,58
181,oracle,0.8153,0.2276,1.0,0.0,0.0,59
181,fixed,0.8153,0.2276,1.0,0.0,0.0,59
181,calib,0.8153,0.2276,1.0,0.0,0.0,59
182,oracle,0.711,0.1755,1.0,0.0,0.0,59
182,fixed,0.711,0.1755,1.0,0.0,0.0,59
182,calib,0.711,0.1755,1.0,0.0,0.0,59
183,oracle,0.6841,0.1621,1.0,0.0,0.0,50
183,fixed,0.6841,0.1621,1.0,0.0,0.0,50
183,calib,0.6841,0.1621,1.0,0.0,0.0,50
184,oracle,0.7399,0.1899,1.0,0.0,0.0,41
184,fixed,0.7399,0.1899,1.0,0.0,0.0,41
184,calib,0.7399,0.1899,1.0,0.0,0.0,41
185,oracle,0.3918,0.0159,1.0,0.0,0.0,56
185,fixed,0.3918,0.0159,0.0,1.0,0.0,0
185,calib,0.3918,0.0159,0.0,1.0,0.0,0
186,oracle,0.5394,0.0897,1.0,0.0,0.0,54
186,fixed,0.5394,0.0897,0.0,1.0,0.0,0
186,calib,0.5394,0.0897,1.0,0.0,0.0,54
187,oracle,0.6709,0.1554,1.0,0.0,0.0,57
187,fixed,0.6709,0.1554,1.0,0.0,0.0,57
187,calib,0.6709,0.1554,1.0,0.0,0.0,57
188,oracle,0.387,0.0135,1.0,0.0,0.0,48
188,fixed,0.387,0.0135,0.0,1.0,0.0,0
188,calib,0.387,0.0135,0.0,1.0,0.0,0
189,oracle,0.8764,0.2582,1.0,0.0,0.0,53
189,fixed,0.8764,0.2582,1.0,0.0,0.0,53
189,calib,0.8764,0.2582,1.0,0.0,0.0,53
190,oracle,0.3914,0.0157,1.0,0.0,0.0,60
190,fixed,0.3914,0.0157,0.0,1.0,0.0,0
190,calib,0.3914,0.0157,0.0,1.0,0.0,0
191,oracle,0.7089,0.1744,1.0,0.0,0.0,45
191,fixed,0.7089,0.1744,1.0,0.0,0.0,45
191,calib,0.7089,0.1744,1.0,0.0,0.0,45
192,oracle,0.8073,0.2237,1.0,0.0,0.0,47
192,fixed,0.8073,0.2237,1.0,0.0,0.0,47
192,calib,0.8073,0.2237,1.0,0.0,0.0,47
193,oracle,0.5976,0.1188,1.0,0.0,0.0,41
193,fixed,0.5976,0.1188,1.0,0.0,0.0,41
193,calib,0.5976,0.1188,1.0,0.0,0.0,41
194,oracle,0.8846,0.2623,1.0,0.0,0.0,57
194,fixed,0.8846,0.2623,1.0,0.0,0.0,57
194,calib,0.8846,0.2623,1.0,0.0,0.0,57
195,oracle,0.7479,0.1939,1.0,0.0,0.0,56
195,fixed,0.7479,0.1939,1.0,0.0,0.0,56
195,calib,0.7479,0.1939,1.0,0.0,0.0,56
196,oracle,0.4318,0.0359,1.0,0.0,0.0,62
196,fixed,0.4318,0.0359,0.0,1.0,0.0,0
196,calib,0.4318,0.0359,1.0,0.0,0.0,62
197,oracle,0.8911,0.2656,1.0,0.0,0.0,44
197,fixed,0.8911,0.2656,1.0,0.0,0.0,44
197,calib,0.8911,0.2656,1.0,0.0,0.0,44
198,oracle,0.3974,0.0187,1.0,0.0,0.0,46
198,fixed,0.3974,0.0187,0.0,1.0,0.0,0
198,calib,0.3974,0.0187,1.0,0.0,0.0,46
199,oracle,0.8795,0.2598,1.0,0.0,0.0,43
199,fixed,0.8795,0.2598,1.0,0.0,0.0,43
199,calib,0.8795,0.2598,1.0,0.0,0.0,43
200,oracle,0.8157,0.2279,1.0,0.0,0.0,35
200,fixed,0.8157,0.2279,1.0,0.0,0.0,35
200,calib,0.8157,0.2279,1.0,0.0,0.0,35
201,oracle,0.3969,0.0184,1.0,0.0,0.0,40
201,fixed,0.3969,0.0184,0.0,1.0,0.0,0
201,calib,0.3969,0.0184,1.0,0.0,0.0,40
202,oracle,0.6953,0.1676,1.0,0.0,0.0,50
202,fixed,0.6953,0.1676,1.0,0.0,0.0,50
202,calib,0.6953,0.1676,1.0,0.0,0.0,50
203,oracle,0.5203,0.0802,1.0,0.0,0.0,55
203,fixed,0.5203,0.0802,0.0,1.0,0.0,0
203,calib,0.5203,0.0802,1.0,0.0,0.0,55
204,oracle,0.5361,0.088,1.0,0.0,0.0,43
204,fixed,0.5361,0.088,0.0,1.0,0.0,0
204,calib,0.5361,0.088,1.0,0.0,0.0,43
205,oracle,0.8793,0.2597,1.0,0.0,0.0,41
205,fixed,0.8793,0.2597,1.0,0.0,0.0,41
205,calib,0.8793,0.2597,1.0,0.0,0.0,41
206,oracle,0.679,0.1595,1.0,0.0,0.0,49
206,fixed,0.679,0.1595,1.0,0.0,0.0,49
206,calib,0.679,0.1595,1.0,0.0,0.0,49
207,oracle,0.8263,0.2331,1.0,0.0,0.0,51
207,fixed,0.8263,0.2331,1.0,0.0,0.0,51
207,calib,0.8263,0.2331,1.0,0.0,0.0,51
208,oracle,0.7714,0.2057,1.0,0.0,0.0,45
208,fixed,0.7714,0.2057,1.0,0.0,0.0,45
208,calib,0.7714,0.2057,1.0,0.0,0.0,45
209,oracle,0.6779,0.159,1.0,0.0,0.0,43
209,fixed,0.6779,0.159,1.0,0.0,0.0,43
209,calib,0.6779,0.159,1.0,0.0,0.0,43
210,oracle,0.6498,0.1449,1.0,0.0,0.0,53
210,fixed,0.6498,0.1449,1.0,0.0,0.0,53
210,calib,0.6498,0.1449,1.0,0.0,0.0,53
211,oracle,0.8944,0.2672,1.0,0.0,0.0,43
211,fixed,0.8944,0.2672,1.0,0.0,0.0,43
211,calib,0.8944,0.2672,1.0,0.0,0.0,43
212,oracle,0.5781,0.109,1.0,0.0,0.0,56
212,fixed,0.5781,0.109,1.0,0.0,0.0,56
212,calib,0.5781,0.109,1.0,0.0,0.0,56
213,oracle,0.7929,0.2164,1.0,0.0,0.0,44
213,fixed,0.7929,0.2164,1.0,0.0,0.0,44
213,calib,0.7929,0.2164,1.0,0.0,0.0,44
214,oracle,0.7055,0.1728,1.0,0.0,0.0,41
214,fixed,0.7055,0.1728,1.0,0.0,0.0,41
214,calib,0.7055,0.1728,1.0,0.0,0.0,41
215,oracle,0.8724,0.2562,1.0,0.0,0.0,57
215,fixed,0.8724,0.2562,1.0,0.0,0.0,57
215,calib,0.8724,0.2562,1.0,0.0,0.0,57
216,oracle,0.8851,0.2626,1.0,0.0,0.0,45
216,fixed,0.8851,0.2626,1.0,0.0,0.0,45
216,calib,0.8851,0.2626,1.0,0.0,0.0,45
217,oracle,0.813,0.2265,1.0,0.0,0.0,38
217,fixed,0.813,0.2265,1.0,0.0,0.0,38
217,calib,0.813,0.2265,1.0,0.0,0.0,38
218,oracle,0.8412,0.2406,1.0,0.0,0.0,54
218,fixed,0.8412,0.2406,1.0,0.0,0.0,54
218,calib,0.8412,0.2406,1.0,0.0,0.0,54
219,oracle,0.5685,0.1043,0.0,0.0,1.0,9
219,fixed,0.5685,0.1043,0.0,0.0,1.0,9
219,calib,0.5685,0.1043,0.0,0.0,1.0,9
220,oracle,0.7019,0.171,1.0,0.0,0.0,43
220,fixed,0.7019,0.171,1.0,0.0,0.0,43
220,calib,0.7019,0.171,1.0,0.0,0.0,43
221,oracle,0.76,0.2,1.0,0.0,0.0,49
221,fixed,0.76,0.2,1.0,0.0,0.0,49
221,calib,0.76,0.2,1.0,0.0,0.0,49
222,oracle,0.7194,0.1797,1.0,0.0,0.0,59
222,fixed,0.7194,0.1797,1.0,0.0,0.0,59
222,calib,0.7194,0.1797,1.0,0.0,0.0,59
223,oracle,0.513,0.0765,1.0,0.0,0.0,58
223,fixed,0.513,0.0765,0.0,1.0,0.0,0
223,calib,0.513,0.0765,1.0,0.0,0.0,58
224,oracle,0.6022,0.1211,1.0,0.0,0.0,59
224,fixed,0.6022,0.1211,1.0,0.0,0.0,59
224,calib,0.6022,0.1211,1.0,0.0,0.0,59
225,oracle,0.7003,0.1702,1.0,0.0,0.0,60
225,fixed,0.7003,0.1702,1.0,0.0,0.0,60
225,calib,0.7003,0.1702,1.0,0.0,0.0,60
226,oracle,0.4822,0.0611,1.0,0.0,0.0,53
226,fixed,0.4822,0.0611,0.0,1.0,0.0,0
226,calib,0.4822,0.0611,1.0,0.0,0.0,53
227,oracle,0.7292,0.1846,1.0,0.0,0.0,43
227,fixed,0.7292,0.1846,1.0,0.0,0.0,43
227,calib,0.7292,0.1846,1.0,0.0,0.0,43
228,oracle,0.4482,0.0441,1.0,0.0,0.0,55
228,fixed,0.4482,0.0441,0.0,1.0,0.0,0
228,calib,0.4482,0.0441,1.0,0.0,0.0,55
229,oracle,0.5143,0.0771,1.0,0.0,0.0,45
229,fixed,0.5143,0.0771,0.0,1.0,0.0,0
229,calib,0.5143,0.0771,1.0,0.0,0.0,45
230,oracle,0.585,0.1125,1.0,0.0,0.0,56
230,fixed,0.585,0.1125,1.0,0.0,0.0,56
230,calib,0.585,0.1125,1.0,0.0,0.0,56
231,oracle,0.391,0.0155,1.0,0.0,0.0,48
231,fixed,0.391,0.0155,0.0,1.0,0.0,0
231,calib,0.391,0.0155,1.0,0.0,0.0,48
232,oracle,0.5285,0.0843,1.0,0.0,0.0,54
232,fixed,0.5285,0.0843,0.0,1.0,0.0,0
232,calib,0.5285,0.0843,1.0,0.0,0.0,54
233,oracle,0.8297,0.2349,1.0,0.0,0.0,56
233,fixed,0.8297,0.2349,1.0,0.0,0.0,56
233,calib,0.8297,0.2349,1.0,0.0,0.0,56
234,oracle,0.7159,0.1779,1.0,0.0,0.0,43
234,fixed,0.7159,0.1779,1.0,0.0,0.0,43
234,calib,0.7159,0.1779,1.0,0.0,0.0,43
235,oracle,0.6311,0.1355,1.0,0.0,0.0,57
235,fixed,0.6311,0.1355,1.0,0.0,0.0,57
235,calib,0.6311,0.1355,1.0,0.0,0.0,57
236,oracle,0.5452,0.0926,1.0,0.0,0.0,51
236,fixed,0.5452,0.0926,0.0,1.0,0.0,0
236,calib,0.5452,0.0926,1.0,0.0,0.0,51
237,oracle,0.5802,0.1101,1.0,0.0,0.0,49
237,fixed,0.5802,0.1101,1.0,0.0,0.0,49
237,calib,0.5802,0.1101,1.0,0.0,0.0,49
238,oracle,0.7731,0.2065,1.0,0.0,0.0,49
238,fixed,0.7731,0.2065,1.0,0.0,0.0,49
238,calib,0.7731,0.2065,1.0,0.0,0.0,49
239,oracle,0.4855,0.0627,1.0,0.0,0.0,42
239,fixed,0.4855,0.0627,0.0,1.0,0.0,0
239,calib,0.4855,0.0627,1.0,0.0,0.0,42
240,oracle,0.6575,0.1487,1.0,0.0,0.0,40
240,fixed,0.6575,0.1487,1.0,0.0,0.0,40
240,calib,0.6575,0.1487,1.0,0.0,0.0,40
241,oracle,0.8948,0.2674,1.0,0.0,0.0,58
241,fixed,0.8948,0.2674,1.0,0.0,0.0,58
241,calib,0.8948,0.2674,1.0,0.0,0.0,58
242,oracle,0.4603,0.0502,1.0,0.0,0.0,40
242,fixed,0.4603,0.0502,0.0,1.0,0.0,0
242,calib,0.4603,0.0502,1.0,0.0,0.0,40
243,oracle,0.7923,0.2161,1.0,0.0,0.0,55
243,fixed,0.7923,0.2161,1.0,0.0,0.0,55
243,calib,0.7923,0.2161,1.0,0.0,0.0,55
244,oracle,0.6994,0.1697,1.0,0.0,0.0,40
244,fixed,0.6994,0.1697,1.0,0.0,0.0,40
244,calib,0.6994,0.1697,1.0,0.0,0.0,40
245,oracle,0.729,0.1845,1.0,0.0,0.0,48
245,fixed,0.729,0.1845,1.0,0.0,0.0,48
245,calib,0.729,0.1845,1.0,0.0,0.0,48
246,oracle,0.4252,0.0326,0.0,0.0,1.0,8
246,fixed,0.4252,0.0326,0.0,1.0,0.0,0
246,calib,0.4252,0.0326,0.0,0.0,1.0,8
247,oracle,0.4854,0.0627,1.0,0.0,0.0,55
247,fixed,0.4854,0.0627,0.0,1.0,0.0,0
247,calib,0.4854,0.0627,1.0,0.0,0.0,55
248,oracle,0.7507,0.1953,1.0,0.0,0.0,57
248,fixed,0.7507,0.1953,1.0,0.0,0.0,57
248,calib,0.7507,0.1953,1.0,0.0,0.0,57
249,oracle,0.382,0.011,1.0,0.0,0.0,50
249,fixed,0.382,0.011,0.0,1.0,0.0,0
249,calib,0.382,0.011,0.0,1.0,0.0,0
250,oracle,0.4532,0.0466,1.0,0.0,0.0,51
250,fixed,0.4532,0.0466,0.0,1.0,0.0,0
250,calib,0.4532,0.0466,1.0,0.0,0.0,51
251,oracle,0.6003,0.1202,1.0,0.0,0.0,43
251,fixed,0.6003,0.1202,1.0,0.0,0.0,43
251,calib,0.6003,0.1202,1.0,0.0,0.0,43
252,oracle,0.7468,0.1934,1.0,0.0,0.0,51
252,fixed,0.7468,0.1934,1.0,0.0,0.0,51
252,calib,0.7468,0.1934,1.0,0.0,0.0,51
253,oracle,0.5645,0.1022,1.0,0.0,0.0,50
253,fixed,0.5645,0.1022,1.0,0.0,0.0,50
253,calib,0.5645,0.1022,1.0,0.0,0.0,50
254,oracle,0.6848,0.1624,1.0,0.0,0.0,47
254,fixed,0.6848,0.1624,1.0,0.0,0.0,47
254,calib,0.6848,0.1624,1.0,0.0,0.0,47
255,oracle,0.7625,0.2012,1.0,0.0,0.0,53
255,fixed,0.7625,0.2012,1.0,0.0,0.0,53
255,calib,0.7625,0.2012,1.0,0.0,0.0,53
256,oracle,0.5884,0.1142,1.0,0.0,0.0,48
256,fixed,0.5884,0.1142,1.0,0.0,0.0,48
256,calib,0.5884,0.1142,1.0,0.0,0.0,48
257,oracle,0.7925,0.2162,1.0,0.0,0.0,44
257,fixed,0.7925,0.2162,1.0,0.0,0.0,44
257,calib,0.7925,0.2162,1.0,0.0,0.0,44
258,oracle,0.4038,0.0219,1.0,0.0,0.0,52
258,fixed,0.4038,0.0219,0.0,1.0,0.0,0
258,calib,0.4038,0.0219,1.0,0.0,0.0,52
259,oracle,0.6757,0.1579,1.0,0.0,0.0,52
259,fixed,0.6757,0.1579,1.0,0.0,0.0,52
259,calib,0.6757,0.1579,1.0,0.0,0.0,52
260,oracle,0.6947,0.1673,1.0,0.0,0.0,40
260,fixed,0.6947,0.1673,1.0,0.0,0.0,40
260,calib,0.6947,0.1673,1.0,0.0,0.0,40
261,oracle,0.7813,0.2106,1.0,0.0,0.0,54
261,fixed,0.7813,0.2106,1.0,0.0,0.0,54
261,calib,0.7813,0.2106,1.0,0.0,0.0,54
262,oracle,0.8636,0.2518,1.0,0.0,0.0,48
262,fixed,0.8636,0.2518,1.0,0.0,0.0,48
262,calib,0.8636,0.2518,1.0,0.0,0.0,48
263,oracle,0.3636,0.0018,0.0,0.0,1.0,8
263,fixed,0.3636,0.0018,0.0,1.0,0.0,0
263,calib,0.3636,0.0018,0.0,1.0,0.0,0
264,oracle,0.4486,0.0443,0.0,0.0,1.0,8
264,fixed,0.4486,0.0443,0.0,1.0,0.0,0
264,calib,0.4486,0.0443,0.0,0.0,1.0,8
265,oracle,0.5576,0.0988,1.0,0.0,0.0,46
265,fixed,0.5576,0.0988,0.0,1.0,0.0,0
265,calib,0.5576,0.0988,1.0,0.0,0.0,46
266,oracle,0.7974,0.2187,1.0,0.0,0.0,36
266,fixed,0.7974,0.2187,1.0,0.0,0.0,36
266,calib,0.7974,0.2187,1.0,0.0,0.0,36
267,oracle,0.8503,0.2451,1.0,0.0,0.0,52
267,fixed,0.8503,0.2451,1.0,0.0,0.0,52
267,calib,0.8503,0.2451,1.0,0.0,0.0,52
268,oracle,0.7747,0.2074,1.0,0.0,0.0,43
268,fixed,0.7747,0.2074,1.0,0.0,0.0,43
268,calib,0.7747,0.2074,1.0,0.0,0.0,43
269,oracle,0.3901,0.015,0.0,0.0,1.0,12
269,fixed,0.3901,0.015,0.0,1.0,0.0,0
269,calib,0.3901,0.015,0.0,1.0,0.0,0
270,oracle,0.6185,0.1293,1.0,0.0,0.0,55
270,fixed,0.6185,0.1293,1.0,0.0,0.0,55
270,calib,0.6185,0.1293,1.0,0.0,0.0,55
271,oracle,0.5861,0.1131,1.0,0.0,0.0,59
271,fixed,0.5861,0.1131,1.0,0.0,0.0,59
271,calib,0.5861,0.1131,1.0,0.0,0.0,59
272,oracle,0.4325,0.0362,1.0,0.0,0.0,46
272,fixed,0.4325,0.0362,0.0,1.0,0.0,0
272,calib,0.4325,0.0362,1.0,0.0,0.0,46
273,oracle,0.7012,0.1706,1.0,0.0,0.0,50
273,fixed,0.7012,0.1706,1.0,0.0,0.0,50
273,calib,0.7012,0.1706,1.0,0.0,0.0,50
274,oracle,0.8714,0.2557,1.0,0.0,0.0,51
274,fixed,0.8714,0.2557,1.0,0.0,0.0,51
274,calib,0.8714,0.2557,1.0,0.0,0.0,51
275,oracle,0.6377,0.1389,1.0,0.0,0.0,50
275,fixed,0.6377,0.1389,1.0,0.0,0.0,50
275,calib,0.6377,0.1389,1.0,0.0,0.0,50
276,oracle,0.696,0.168,1.0,0.0,0.0,51
276,fixed,0.696,0.168,1.0,0.0,0.0,51
276,calib,0.696,0.168,1.0,0.0,0.0,51
277,oracle,0.8136,0.2268,1.0,0.0,0.0,47
277,fixed,0.8136,0.2268,1.0,0.0,0.0,47
277,calib,0.8136,0.2268,1.0,0.0,0.0,47
278,oracle,0.6932,0.1666,1.0,0.0,0.0,45
278,fixed,0.6932,0.1666,1.0,0.0,0.0,45
278,calib,0.6932,0.1666,1.0,0.0,0.0,45
279,oracle,0.5135,0.0767,1.0,0.0,0.0,56
279,fixed,0.5135,0.0767,0.0,1.0,0.0,0
279,calib,0.5135,0.0767,1.0,0.0,0.0,56
280,oracle,0.6717,0.1559,1.0,0.0,0.0,62
280,fixed,0.6717,0.1559,1.0,0.0,0.0,62
280,calib,0.6717,0.1559,1.0,0.0,0.0,62
281,oracle,0.5569,0.0984,1.0,0.0,0.0,42
281,fixed,0.5569,0.0984,0.0,1.0,0.0,0
281,calib,0.5569,0.0984,1.0,0.0,0.0,42
282,oracle,0.3962,0.0181,0.0,0.0,1.0,10
282,fixed,0.3962,0.0181,0.0,1.0,0.0,0
282,calib,0.3962,0.0181,0.0,1.0,0.0,0
283,oracle,0.5799,0.1099,1.0,0.0,0.0,39
283,fixed,0.5799,0.1099,1.0,0.0,0.0,39
283,calib,0.5799,0.1099,1.0,0.0,0.0,39
284,oracle,0.7986,0.2193,1.0,0.0,0.0,45
284,fixed,0.7986,0.2193,1.0,0.0,0.0,45
284,calib,0.7986,0.2193,1.0,0.0,0.0,45
285,oracle,0.5134,0.0767,1.0,0.0,0.0,42
285,fixed,0.5134,0.0767,0.0,1.0,0.0,0
285,calib,0.5134,0.0767,1.0,0.0,0.0,42
286,oracle,0.4418,0.0409,1.0,0.0,0.0,52
286,fixed,0.4418,0.0409,0.0,1.0,0.0,0
286,calib,0.4418,0.0409,1.0,0.0,0.0,52
287,oracle,0.4735,0.0568,1.0,0.0,0.0,59
287,fixed,0.4735,0.0568,0.0,1.0,0.0,0
287,calib,0.4735,0.0568,1.0,0.0,0.0,59
288,oracle,0.8906,0.2653,1.0,0.0,0.0,42
288,fixed,0.8906,0.2653,1.0,0.0,0.0,42
288,calib,0.8906,0.2653,1.0,0.0,0.0,42
289,oracle,0.6327,0.1364,1.0,0.0,0.0,40
289,fixed,0.6327,0.1364,1.0,0.0,0.0,40
289,calib,0.6327,0.1364,1.0,0.0,0.0,40
290,oracle,0.6147,0.1274,1.0,0.0,0.0,41
290,fixed,0.6147,0.1274,1.0,0.0,0.0,41
290,calib,0.6147,0.1274,1.0,0.0,0.0,41
291,oracle,0.8361,0.238,1.0,0.0,0.0,61
291,fixed,0.8361,0.238,1.0,0.0,0.0,61
291,calib,0.8361,0.238,1.0,0.0,0.0,61
292,oracle,0.4562,0.0481,1.0,0.0,0.0,52
292,fixed,0.4562,0.0481,0.0,1.0,0.0,0
292,calib,0.4562,0.0481,1.0,0.0,0.0,52
293,oracle,0.8418,0.2409,1.0,0.0,0.0,39
293,fixed,0.8418,0.2409,1.0,0.0,0.0,39
293,calib,0.8418,0.2409,1.0,0.0,0.0,39
294,oracle,0.5431,0.0915,1.0,0.0,0.0,57
294,fixed,0.5431,0.0915,0.0,1.0,0.0,0
294,calib,0.5431,0.0915,1.0,0.0,0.0,57
295,oracle,0.5053,0.0727,1.0,0.0,0.0,42
295,fixed,0.5053,0.0727,0.0,1.0,0.0,0
295,calib,0.5053,0.0727,1.0,0.0,0.0,42
296,oracle,0.7114,0.1757,1.0,0.0,0.0,46
296,fixed,0.7114,0.1757,1.0,0.0,0.0,46
296,calib,0.7114,0.1757,1.0,0.0,0.0,46
297,oracle,0.382,0.011,0.0,0.0,1.0,11
297,fixed,0.382,0.011,0.0,1.0,0.0,0
297,calib,0.382,0.011,0.0,1.0,0.0,0
298,oracle,0.6011,0.1206,1.0,0.0,0.0,46
298,fixed,0.6011,0.1206,1.0,0.0,0.0,46
298,calib,0.6011,0.1206,1.0,0.0,0.0,46
299,oracle,0.4508,0.0454,0.0,0.0,1.0,10
299,fixed,0.4508,0.0454,0.0,1.0,0.0,0
299,calib,0.4508,0.0454,0.0,0.0,1.0,10
